name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.apache.ivy.core.module.descriptor.DependencyDescriptorMediator,5,1,0,43,17,28,4,10,2,1.1077835,173,1.0,0,0.0,0.4176742,0,0,5.259081,1,0.473234,0
org.apache.ivy.plugins.resolver.DependencyResolver,11,2,1,12,80,522,16,8,12,0.814296,620,0.0,0,0.0,0.7187012,0,0,49.67796,5,1.16748,1
org.apache.ivy.core.retrieve.RetrieveOptions,6,1,0,23,77,73,2,1,5,1.5746671,136,1.0,4,0.0,0.2158029,2,0,26.317641,1,1.771812,0
org.apache.ivy.core.module.descriptor.AbstractArtifact,2,1,0,30,28,12,10,14,30,0.4609818,349,1.0,2,0.8323182,0.3358087,0,0,6.168089,1,1.013711,0
org.apache.ivy.core.module.descriptor.DefaultArtifact,5,1,0,2,7,28,3,12,12,0.5857347,347,0.0,4,0.0,0.466724,0,0,84.524361,6,0.582008,0
org.apache.ivy.plugins.repository.ResourceHelper,13,1,0,2,76,1236,11,4,2,0.9353293,484,1.0,0,0.0,0.2782126,0,0,9.131989,23,0.422495,0
org.apache.ivy.core.settings.IvySettings,3,2,0,44,17,1,94,2,1,1.6447442,143,1.0,1,0.7597605,0.2731503,1,0,10.46673,3,3.566511,0
org.apache.ivy.core.module.id.ModuleId,48,5,3,15,61,9,14,9,27,0.7807517,781,1.0,0,0.5866927,0.4889842,2,0,43.507862,12,0.436158,1
org.apache.ivy.util.url.URLHandlerRegistry,7,1,0,22,12,17,58,4,13,1.7794292,1030,1.0,2,0.9507474,0.4894438,0,0,37.041985,1,0.864203,0
org.apache.ivy.core.module.descriptor.DependencyArtifactDescriptor,13,2,0,3,114,639,4,2,6,0.5624847,79,1.0,0,0.0,0.5456693,2,2,59.61732,0,1.55576,0
org.apache.ivy.util.filter.NotFilter,29,1,0,21,26,16,62,5,1,1.4540391,485,0.0,7,0.0,0.9096461,0,0,26.063517,6,0.771377,1
org.apache.ivy.core.module.descriptor.DependencyDescriptor,19,4,0,8,39,257,3,14,5,1.8051656,1466,1.0,7,0.0,0.2791154,1,0,4.904371,3,0.85098,0
org.apache.ivy.core.search.RevisionEntry,50,1,0,20,33,12,6,5,5,0.8012916,256,0.0,1,0.0,0.720639,0,0,37.262307,7,2.259723,1
org.apache.ivy.core.sort.SortOptions,3,1,0,64,12,7,1,8,9,0.361943,108,1.0,0,0.0,0.5377954,2,0,6.932293,2,0.801384,0
org.apache.ivy.core.install.InstallOptions,18,1,0,18,14,8,6,3,1,1.572972,73,0.0,0,0.9475744,0.87913,0,0,12.348136,1,0.541906,0
org.apache.ivy.ant.IvyTask,18,1,0,29,9,178,23,2,2,1.8120962,174,1.0,0,0.0,0.4318136,1,0,9.860236,6,0.309272,0
org.apache.ivy.core.cache.DefaultResolutionCacheManager,6,1,0,4,24,24,1,3,2,0.3403489,293,0.0,4,0.0,0.4093108,4,2,5.734103,1,1.384491,0
org.apache.ivy.core.sort.MessageBasedNonMatchingVersionReporter,13,1,1,24,10,31,3,7,3,1.4859743,645,0.0,1,0.9464995,0.5550589,0,0,5.51741,1,0.706746,0
org.apache.ivy.plugins.repository.Resource,34,1,0,17,97,7,8,5,0,1.7731233,364,1.0,0,0.0,0.7742388,0,0,34.895617,2,0.408951,1
org.apache.ivy.plugins.conflict.LatestConflictManager,15,3,1,12,35,304,0,0,1,1.4604575,24,0.0,2,0.0,0.6359003,3,0,3.578168,2,0.591824,0
org.apache.ivy.plugins.resolver.IvyRepResolver,12,1,0,17,26,3,12,6,4,1.8367493,120,0.0,2,0.8455321,0.2901157,0,2,0.818101,10,0.86737,0
org.apache.ivy.plugins.trigger.Trigger,28,2,0,28,4,687,17,0,4,1.1281199,153,1.0,0,0.0,0.393513,2,0,15.087809,2,1.217729,0
org.apache.ivy.util.DefaultMessageLogger,13,2,0,7,42,127,3,20,4,0.0745458,111,0.0,1,0.964915,0.8640142,0,0,8.338853,6,1.372394,3
org.apache.ivy.plugins.resolver.util.URLLister,19,1,3,19,16,35,14,2,5,0.8833819,46,1.0,4,0.0,0.4741007,2,1,50.52623,4,0.880581,0
org.apache.ivy.core.deliver.DeliverEngine,6,1,6,40,7,42,1,5,1,1.1673395,72,1.0,0,0.0,0.7868192,0,2,75.724809,1,0.575465,0
org.apache.ivy.core.report.DownloadStatus,19,2,0,10,30,9,3,6,5,1.9064904,146,1.0,2,0.0,0.9029938,0,0,8.815489,2,0.677246,0
org.apache.ivy.core.cache.RepositoryCacheManager,18,1,0,27,28,241,3,9,8,0.6217287,135,0.0,1,0.4548034,0.3380583,0,1,11.873542,4,1.088936,1
org.apache.ivy.util.cli.CommandLineParser,19,1,0,16,66,14,1,11,2,0.4731635,513,1.0,1,0.8025552,0.5595829,1,0,6.785395,1,1.200504,0
org.apache.ivy.ant.IvyArtifactReport,8,1,0,9,18,13,10,0,4,1.8965921,40,1.0,3,0.0,0.4153288,0,0,14.696363,6,0.565029,0
org.apache.ivy.core.resolve.VisitData,4,1,0,2,25,308,1,6,20,0.3622944,660,1.0,2,0.8053036,0.7185468,0,0,4.001436,4,1.013342,0
org.apache.ivy.ant.AntCallTrigger,10,1,0,15,37,4,16,9,26,1.6019463,32,1.0,0,0.0,0.6457282,0,0,49.496482,4,0.734943,0
org.apache.ivy.core.event.resolve.StartResolveEvent,6,1,1,25,15,8,34,2,1,0.695471,185,1.0,0,0.0,0.5006336,0,0,17.110381,4,0.442107,0
org.apache.ivy.util.filter.OrFilter,2,1,0,10,7,11,1,3,22,1.376671,280,0.0,1,0.0,0.5696443,0,0,42.336427,1,3.894132,0
org.apache.ivy.util.Message,17,2,0,7,56,30,2,13,1,1.8130793,98,1.0,0,0.3062225,0.9735789,0,2,5.435249,2,1.169931,0
org.apache.ivy.util.MessageLogger,5,1,0,9,21,3,3,1,5,1.3743294,248,0.0,0,0.0,0.6239507,0,0,11.210393,5,1.106659,0
org.apache.ivy.plugins.report.ReportOutputter,3,3,0,32,14,209,3,1,18,1.4064646,835,0.0,7,0.3983417,0.9128404,4,5,19.795292,2,1.172897,0
org.apache.ivy.util.url.BasicURLHandler,4,1,0,12,10,9,0,2,12,1.8157412,751,0.0,0,1.0,0.5061231,1,0,1.694139,2,0.543832,0
org.apache.ivy.plugins.resolver.CacheResolver,22,1,3,18,78,11,6,6,10,1.6414394,522,1.0,0,0.7351946,0.6101483,0,0,4.392873,23,1.048426,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher,19,1,0,47,48,31,5,0,2,0.5519815,64,0.0,0,0.3408276,0.8114662,0,0,2.418907,1,0.706832,0
org.apache.ivy.core.ExecutionRelativeUrlResolver,4,3,0,30,41,21,1,1,4,1.5109845,228,0.0,2,0.9975906,0.5363662,0,4,61.070007,4,0.696042,0
org.apache.ivy.util.url.CredentialsStore,8,1,0,9,129,56,7,6,3,1.7743751,37,1.0,0,0.4103345,0.8697053,0,3,1.913651,2,1.256773,0
org.apache.ivy.plugins.repository.BasicResource,10,1,1,10,12,31,8,2,2,1.2586073,17,0.0,2,0.0,0.7345076,2,0,55.36538,1,1.873714,0
org.apache.ivy.core.module.descriptor.ExcludeRule,16,1,0,30,108,263,46,2,10,0.7141038,320,0.0,0,0.0,0.6992306,1,0,15.670233,14,1.253103,1
org.apache.ivy.util.extendable.ExtendableItem,14,1,0,18,9,368,16,7,24,1.9019913,111,1.0,0,0.0,0.5591904,0,0,22.40088,4,0.144549,0
org.apache.ivy.util.extendable.DefaultExtendableItem,4,2,0,1,31,21,0,10,5,1.5767278,55,1.0,0,0.0,0.6492798,2,1,13.917889,7,0.49408,0
org.apache.ivy.plugins.resolver.util.HasLatestStrategy,9,2,0,22,20,21,1,13,22,1.5291942,68,1.0,2,0.0,0.1241266,0,0,5.332384,3,2.063467,0
org.apache.ivy.plugins.parser.m2.PomReader,8,1,2,12,18,361,2,11,3,1.9381118,45,0.0,0,1.0,0.4332963,1,1,12.22104,3,3.207966,0
org.apache.ivy.plugins.repository.vfs.VfsResource,29,1,0,15,36,453,11,15,1,1.2274379,239,1.0,0,0.0,0.2381245,0,0,56.18666,4,0.878745,1
org.apache.ivy.plugins.namespace.MRIDTransformationRule,19,1,0,6,38,54,11,17,1,1.0472547,104,1.0,0,0.0,0.3461597,0,0,14.373633,1,0.723787,0
org.apache.ivy.plugins.parser.m2.PomDependencyMgt,9,1,0,11,47,5,2,22,6,1.338839,254,1.0,0,0.9657529,0.8030422,0,1,21.965075,2,0.462942,0
org.apache.ivy.core.event.publish.StartArtifactPublishEvent,13,1,0,10,48,81,18,10,1,1.7075923,265,0.0,5,0.0,0.6316529,1,1,28.538582,2,0.625657,1
org.apache.ivy.core.settings.IvyVariableContainerImpl,112,1,0,6,49,54,1,1,9,0.6122577,81,1.0,1,0.7356336,0.6454252,2,0,29.508888,11,0.444969,0
org.apache.ivy.plugins.repository.ArtifactResourceResolver,14,1,2,2,65,134,0,4,1,0.9331563,35,0.0,0,0.0,0.7077564,0,4,8.735402,2,0.96305,0
org.apache.ivy.core.resolve.IvyNodeCallers,39,2,0,23,33,228,8,7,3,1.0536067,522,0.0,1,0.577911,0.3517596,1,0,15.296454,1,0.546793,0
org.apache.ivy.util.CredentialsUtil,5,1,0,24,12,216,9,2,1,1.3600233,203,1.0,5,0.0,0.7827885,0,0,12.026299,5,1.927424,0
org.apache.ivy.plugins.matcher.PatternMatcher,3,2,1,3,31,25,0,2,6,1.1997665,110,1.0,5,0.0,0.5440247,0,1,24.030092,3,0.97848,0
org.apache.ivy.util.url.URLHandlerDispatcher,5,2,0,32,47,6,8,3,2,1.7992773,96,0.0,0,0.502892,0.5918951,0,0,24.834803,4,0.781243,1
org.apache.ivy.core.retrieve.RetrieveEngineSettings,4,1,0,18,8,678,6,1,3,1.067812,15,1.0,0,0.0,0.3797298,0,0,10.974156,2,0.38881,0
org.apache.ivy.ant.IvyListModules,26,1,0,7,34,48,1,1,2,1.7879571,168,1.0,0,0.8255022,0.3185482,1,0,51.17003,7,2.207459,0
org.apache.ivy.core.resolve.IvyNodeEviction,0,3,1,7,36,9,19,2,3,0.4347293,24,1.0,2,0.6246814,0.4128892,0,0,12.104072,1,0.666214,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener,6,2,0,1,27,27,6,1,6,1.8718188,197,1.0,0,0.0,0.4334111,0,0,91.265959,3,0.619707,0
org.apache.ivy.ant.IvyConvertPom,4,1,2,10,6,47,5,10,2,1.5227979,108,0.0,4,0.9489995,0.2905731,0,0,6.655561,2,1.05136,0
org.apache.ivy.plugins.circular.IgnoreCircularDependencyStrategy,11,3,1,3,18,62,2,1,17,1.2553411,1760,0.0,0,0.6807155,0.6960052,1,2,26.937481,1,0.402604,0
org.apache.ivy.core.event.publish.EndArtifactPublishEvent,70,3,0,4,13,69,1,3,17,1.0443097,17,1.0,0,0.0,0.2961924,0,0,8.236827,3,0.815633,0
org.apache.ivy.core.IvyContext,20,1,1,8,68,257,2,9,12,0.9315808,318,0.0,0,0.0101229,0.750115,0,3,22.866559,4,1.197426,0
org.apache.ivy.plugins.namespace.NameSpaceHelper,11,2,0,8,15,298,200,1,4,1.3803288,271,0.0,0,0.0,0.7581014,0,0,75.680659,1,0.605933,0
org.apache.ivy.ant.IvyCacheFileset,33,1,0,3,70,110,5,20,19,0.8992443,107,0.0,0,0.0,0.444953,2,0,15.68133,3,0.591285,0
org.apache.ivy.plugins.conflict.StrictConflictManager,10,1,0,35,16,8,2,3,5,0.8883866,402,0.0,1,0.9720667,0.8249629,0,0,112.543534,1,1.031721,0
org.apache.ivy.plugins.matcher.NoMatcher,118,1,2,5,31,18,4,3,11,1.6887895,216,0.0,0,0.0,0.3742975,0,0,46.202606,0,1.531487,0
org.apache.ivy.plugins.matcher.Matcher,3,1,0,32,12,3,7,10,4,1.1731138,274,1.0,0,0.8993615,0.2352648,2,0,3.72454,0,1.145624,0
org.apache.ivy.ant.IvyRetrieve,4,2,0,44,16,3,3,4,1,1.266766,35,0.0,2,0.0,0.5983472,0,10,4.742347,2,1.109011,0
org.apache.ivy.core.resolve.RestartResolveProcess,15,3,0,7,3,10,1,2,11,0.6669409,38,0.0,1,0.4792779,0.7067254,0,0,4.68671,1,0.571471,0
org.apache.ivy.core.resolve.IvyNodeBlacklist,12,1,0,29,51,116,3,7,7,0.146215,120,1.0,0,0.0,0.844603,0,4,14.070427,3,1.009366,0
org.apache.ivy.util.url.ApacheURLLister,11,2,0,4,77,54,0,0,8,1.4121696,246,0.0,0,0.0,0.549599,0,0,27.283566,2,1.634125,0
org.apache.ivy.plugins.IvySettingsAware,5,2,0,2,12,33,1,1,9,0.424885,60,0.0,0,0.0,0.2991091,0,0,1.734249,3,1.174049,0
org.apache.ivy.core.module.descriptor.OverrideDependencyDescriptorMediator,21,2,1,5,14,22,2,11,13,0.5713904,63,1.0,3,0.7979853,0.338615,0,0,2.230788,1,1.806876,0
org.apache.ivy.core.event.download.EndArtifactDownloadEvent,24,1,2,25,45,113,13,12,32,1.9986973,367,1.0,3,0.0,0.8344218,0,2,25.055414,3,0.555442,1
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver,38,1,0,21,60,150,13,6,3,0.9236382,186,0.0,0,0.5116693,0.4957282,0,8,43.025549,6,0.559753,1
org.apache.ivy.core.event.resolve.EndResolveDependencyEvent,58,2,0,21,24,21,4,16,9,1.8316309,879,1.0,0,0.0,0.3433991,2,0,19.991483,2,0.754604,0
